Identity,lat,long,alti,speed,TIME,TYPE
4484,7.00586,15.56202,12078,311,1668452405,TypeM
5819,7.00467,15.57075,12078,311,1668452405,Type145
6972,7.00529,15.56702,12078,311,1668452405,TypeE
7854,7.00503,15.57772,12078,311,1668452405,Type145
4955,7.00935,15.57037,12078,311,1668452405,TypeR
8252,7.00685,15.56902,12078,311,1668452405,Type29
5529,6.99783,15.57212,12078,311,1668452405,TypeE
6414,7.00554,15.56781,12078,311,1668452405,TypeE
7226,7.00466,15.57238,12078,311,1668452405,Type29
3238,11.9087,17.01394,5596,283,1668452405,Type30
5618,10.42844,16.64367,7056,292,1668452405,TypeT
2684,10.427,16.63647,7056,292,1668452405,TypeT
6845,10.43214,16.64324,7056,292,1668452405,Type29
5830,10.42935,16.64483,7056,292,1668452405,TypeR
6548,10.43593,16.65105,7056,292,1668452405,Type2000
7433,10.4277,16.64606,7056,292,1668452405,Type2000
1099,10.433,16.64876,7056,292,1668452405,Type145
6682,10.42505,16.64359,7056,292,1668452405,TypeT
4055,9.6214,14.90114,3974,305,1668452406,TypeE
3613,9.41338,13.84025,2055,288,1668452406,Unknown
6738,10.87531,15.83239,3965,282,1668452406,Unknown
2036,10.87698,15.82389,3965,282,1668452406,Type145
1146,10.87726,15.82883,3965,282,1668452406,Type145
4679,10.87608,15.82313,3965,282,1668452406,Type30
5387,10.87263,15.83391,3965,282,1668452406,Type2000
7671,10.87789,15.82862,3965,282,1668452406,Unknown
8656,10.88045,15.82088,3965,282,1668452406,TypeE
7307,9.41129,13.83574,2055,288,1668452406,TypeF
2211,10.87957,15.83224,3965,282,1668452406,Type30
4538,10.88078,15.8321,3965,282,1668452406,TypeM
5190,10.87737,15.82581,3965,282,1668452406,Unknown
7165,10.87906,15.82493,3965,282,1668452406,TypeT
3345,10.8798,15.83168,3965,282,1668452406,Type30
1374,10.87749,15.83638,3965,282,1668452406,Unknown
6325,10.8753,15.82983,3965,282,1668452406,TypeT
7963,10.87712,15.82936,3965,282,1668452406,Unknown
2531,10.87661,15.82669,3965,282,1668452406,Type2000
3691,10.87405,15.82603,3965,282,1668452406,Unknown
6517,10.87715,15.82898,3965,282,1668452406,TypeF
8063,12.17534,16.1807,2713,278,1668452406,Type145
3588,12.17117,16.17154,2713,278,1668452406,Unknown
8175,11.91134,16.98054,5596,283,1668452406,TypeR
5331,11.90383,16.98208,5596,283,1668452406,Unknown
5004,12.17848,16.18219,2713,278,1668452406,TypeT
4569,12.18111,16.16557,2713,278,1668452406,Type145
3932,12.17024,16.16984,2713,278,1668452406,TypeE
8841,10.88434,15.82618,3965,282,1668452406,Type2000
4386,10.8778,15.8347,3965,282,1668452406,Unknown
4644,10.88189,15.82323,3965,282,1668452406,TypeF
4389,12.181,16.17368,2713,278,1668452406,TypeE
8804,10.87957,15.83092,3965,282,1668452406,Type30
8746,12.17623,16.17382,2713,278,1668452406,TypeT
8947,12.17797,16.17477,2713,278,1668452406,Type30
3693,12.17996,16.17762,2713,278,1668452406,Type2000
7579,12.18075,16.16522,2713,278,1668452406,Type2000
2794,12.17271,16.17385,2713,278,1668452406,Type145
1138,12.17914,16.17419,2713,278,1668452406,Type29
4191,12.17527,16.16602,2713,278,1668452406,Type30
3568,12.17552,16.17638,2713,278,1668452406,TypeR
7346,12.17019,16.17243,2713,278,1668452406,TypeR
3430,11.91034,16.97706,5596,283,1668452406,TypeT
2713,10.8776,15.82983,3965,282,1668452406,TypeE
2273,10.87587,15.83072,3965,282,1668452406,TypeM
5687,11.9135,16.9849,5596,283,1668452406,Type30
5103,11.90985,16.98682,5596,283,1668452406,TypeE
1546,11.91574,16.97197,5596,283,1668452406,TypeT
6283,11.90714,16.97035,5596,283,1668452406,Type145
2035,11.90657,16.97458,5596,283,1668452406,Type145
4023,7.38111,22.50404,32102,309,1668452407,Unknown
3487,7.37794,22.51349,32102,309,1668452407,TypeM
3836,9.6287,14.8935,3974,305,1668452407,Unknown
8183,7.3773,22.50853,32102,309,1668452407,Type29
3135,7.37276,22.50663,32102,309,1668452407,TypeR
5488,7.38017,22.50832,32102,309,1668452407,Type145
4124,9.63615,14.88587,3974,305,1668452407,TypeM
5975,9.63201,14.87971,3974,305,1668452407,TypeF
1558,7.37895,22.50247,32102,309,1668452407,TypeF
7896,7.38649,22.50827,32102,309,1668452407,Type29
6761,7.38069,22.50744,32102,309,1668452407,Type29
5550,7.38299,22.50764,32102,309,1668452407,TypeR
7935,7.38737,22.5102,32102,309,1668452407,Unknown
8150,7.38283,22.50837,32102,309,1668452407,TypeM
5517,7.37335,22.50962,32102,309,1668452407,Type2000
3768,7.38023,22.50736,32102,309,1668452407,TypeF
8623,7.37791,22.51016,32102,309,1668452407,TypeM
7011,7.37573,22.51147,32102,309,1668452407,TypeT
6365,7.38,22.5044,32102,309,1668452407,TypeM
5175,7.37671,22.50863,32102,309,1668452407,Unknown
2922,7.37907,22.5091,32102,309,1668452407,Type29
5192,7.38764,22.50857,32102,309,1668452407,Type145
7095,7.3806,22.5084,32102,309,1668452407,TypeF
5027,7.38794,22.5072,32102,309,1668452407,Type29
7541,7.38053,22.50309,32102,309,1668452407,TypeT
6267,7.38296,22.501,32102,309,1668452407,TypeE
8507,7.38292,22.50641,32102,309,1668452407,TypeE
5898,7.37478,22.50707,32102,309,1668452407,Type2000
4742,7.38254,22.50365,32102,309,1668452407,Type145
3737,7.38546,22.50219,32102,309,1668452407,Type145
8225,7.37946,22.50944,32102,309,1668452407,TypeT
1019,7.37747,22.50108,32102,309,1668452407,TypeR
2092,7.37367,22.50559,32102,309,1668452407,TypeR
5000,7.37933,22.51525,32102,309,1668452407,Type2000
6019,7.38012,22.50782,32102,309,1668452407,TypeM
7865,7.37935,22.50465,32102,309,1668452407,TypeF
5931,7.37761,22.50891,32102,309,1668452407,Type145
3759,7.38421,22.50149,32102,309,1668452407,Type29
1541,7.38423,22.50462,32102,309,1668452407,TypeT
8010,7.38174,22.50791,32102,309,1668452407,Type29
6470,7.37619,22.50897,32102,309,1668452407,TypeT
4387,9.63593,14.87998,3974,305,1668452407,Type2000
5714,9.63105,14.88771,3974,305,1668452407,TypeR
5474,9.63332,14.88544,3974,305,1668452407,Type29
4365,9.62703,14.88492,3974,305,1668452407,TypeE
1347,7.38064,22.50869,32102,309,1668452407,Type29
5514,9.63214,14.88251,3974,305,1668452407,Type145
6653,9.63456,14.88573,3974,305,1668452407,TypeR
7080,9.63555,14.8834,3974,305,1668452407,TypeR
6490,9.63288,14.88618,3974,305,1668452407,TypeR
7908,10.79384,15.49965,3123,292,1668452408,TypeF
6897,10.79329,15.51218,3123,292,1668452408,Type30
2736,10.78838,15.51245,3123,292,1668452408,TypeE
6301,14.54696,16.15854,396,2,1668452408,Type2000
7544,14.54086,16.16185,396,2,1668452408,Type30
5433,14.54291,16.15338,396,2,1668452408,TypeM
7723,14.53894,16.15691,396,2,1668452408,Unknown
2100,14.53738,16.15615,396,2,1668452408,TypeT
1214,14.53482,16.15525,396,2,1668452408,TypeR
3389,14.53797,16.1589,396,2,1668452408,Unknown
6356,14.54618,16.16195,396,2,1668452408,TypeT
6541,14.54537,16.16151,396,2,1668452408,Type30
2148,14.53948,16.15672,396,2,1668452408,Type2000
4111,14.53948,16.15675,396,2,1668452408,Type2000
4378,10.78753,15.51432,3123,292,1668452408,TypeE
1700,14.53644,16.1473,396,2,1668452408,Type30
4901,10.79598,15.50219,3123,292,1668452408,Unknown
8574,9.41791,13.81222,2055,288,1668452408,TypeE
7528,9.64138,14.86506,3974,305,1668452408,TypeR
1899,9.41032,13.82098,2055,288,1668452408,Type29
8040,9.41791,13.82641,2055,288,1668452408,TypeT
7573,9.41458,13.82062,2055,288,1668452408,TypeF
1349,9.4111,13.81045,2055,288,1668452408,TypeM
2134,9.64098,14.87139,3974,305,1668452408,TypeF
4665,9.41885,13.81437,2055,288,1668452408,Type145
1632,9.41081,13.82465,2055,288,1668452408,TypeM
7519,9.41417,13.82027,2055,288,1668452408,TypeM
2805,9.41913,13.82555,2055,288,1668452408,Type29
1396,9.41938,13.81936,2055,288,1668452408,Type29
3158,14.54151,16.14844,396,2,1668452408,Unknown
5876,9.40655,13.82331,2055,288,1668452408,TypeT
1027,9.41273,13.81942,2055,288,1668452408,Type30
2032,9.41059,13.81968,2055,288,1668452408,Type30
5603,9.42123,13.81797,2055,288,1668452408,Type30
2829,9.41391,13.82154,2055,288,1668452408,Unknown
1013,9.63942,14.87385,3974,305,1668452408,TypeT
2570,10.13138,17.067,9337,295,1668452408,TypeT
8156,9.64372,14.86977,3974,305,1668452408,Type30
8693,9.64725,14.86591,3974,305,1668452408,TypeM
6797,9.63675,14.87087,3974,305,1668452408,Type145
2028,9.64697,14.87091,3974,305,1668452408,TypeM
6163,9.64448,14.87401,3974,305,1668452408,TypeE
4696,10.79268,15.50811,3123,292,1668452408,Type2000
1024,14.54261,16.15474,396,2,1668452408,Type29
8629,9.41318,13.81601,2055,288,1668452408,TypeM
1015,14.53943,16.157,396,2,1668452408,TypeR
2182,14.54076,16.15858,396,2,1668452408,TypeR
8138,14.54297,16.15245,396,2,1668452408,TypeE
5482,14.54226,16.15387,396,2,1668452408,Type30
7116,14.53973,16.15934,396,2,1668452408,Type30
4403,10.34055,14.68668,2224,318,1668452409,Unknown
4740,10.33064,14.68731,2224,318,1668452409,TypeF
4581,10.33535,14.67867,2224,318,1668452409,TypeF
4550,10.34586,14.68478,2224,318,1668452409,Type29
3106,10.33101,14.68631,2224,318,1668452409,TypeE
4986,10.33896,14.68507,2224,318,1668452409,TypeT
7615,10.33427,14.68163,2224,318,1668452409,TypeE
1262,10.34062,14.68654,2224,318,1668452409,TypeR
8567,10.34222,14.68902,2224,318,1668452409,Unknown
5524,10.33858,14.67951,2224,318,1668452409,Type30
2987,10.33605,14.68773,2224,318,1668452409,TypeT
1669,10.33989,14.68738,2224,318,1668452409,TypeR
4600,10.34049,14.68263,2224,318,1668452409,Type30
5355,10.33619,14.68766,2224,318,1668452409,Type145
8758,10.34049,14.68772,2224,318,1668452409,TypeT
1512,12.24003,15.59667,779,280,1668452409,TypeE
8709,12.23817,15.58716,779,280,1668452409,TypeT
6891,12.24332,15.59037,779,280,1668452409,TypeT
1439,12.23489,15.59243,779,280,1668452409,TypeM
2376,12.23506,15.59528,779,280,1668452409,Type30
7696,12.24306,15.59863,779,280,1668452409,TypeR
2227,12.24022,15.59524,779,280,1668452409,Type145
1452,12.23192,15.60003,779,280,1668452409,TypeM
8748,12.2361,15.59546,779,280,1668452409,Type2000
4220,12.23014,15.59143,779,280,1668452409,Unknown
7504,12.23569,15.59562,779,280,1668452409,Type29
8126,12.23758,15.59238,779,280,1668452409,TypeR
4801,10.33079,14.6861,2224,318,1668452409,TypeR
8010,7.56508,22.23895,32102,309,1668452409,Type29
1541,7.56396,22.23788,32102,309,1668452409,TypeT
4078,12.23696,15.59642,779,280,1668452409,Unknown
4573,10.34013,14.69253,2224,318,1668452409,TypeR
7442,10.33691,14.68489,2224,318,1668452409,TypeT
6073,10.34028,14.69565,2224,318,1668452409,Unknown
6468,7.56098,22.24558,32102,309,1668452409,TypeF
6470,7.56129,22.23899,32102,309,1668452409,TypeT
6718,10.33397,14.67976,2224,318,1668452409,Type30
7877,10.33861,14.68798,2224,318,1668452409,Type2000
6859,10.33495,14.67892,2224,318,1668452409,TypeR
6978,10.33535,14.68159,2224,318,1668452409,Type145
7668,10.34809,14.68571,2224,318,1668452409,TypeM
3382,10.34769,14.69027,2224,318,1668452409,TypeM
6370,10.33758,14.69704,2224,318,1668452409,Type30
5879,10.34062,14.68934,2224,318,1668452409,Type2000
3502,10.33877,14.68545,2224,318,1668452409,TypeT
4352,10.33829,14.68873,2224,318,1668452409,Type2000
4896,10.34582,14.68754,2224,318,1668452409,TypeM
5450,10.33698,14.67822,2224,318,1668452409,TypeT
3759,7.56633,22.23343,32102,309,1668452409,Type29
6413,10.34319,14.67962,2224,318,1668452409,Type145
2840,7.18291,15.33509,12078,311,1668452410,TypeF
6489,7.18819,15.3303,12078,311,1668452410,TypeR
5964,7.19156,15.32391,12078,311,1668452410,Type145
7707,7.18445,15.32827,12078,311,1668452410,TypeR
4888,7.1893,15.32509,12078,311,1668452410,Type145
7768,7.18155,15.32707,12078,311,1668452410,Type30
